韦斯·鲍尔,迪伦·奥布莱恩,2015-11-04,132,动作 ,5.7,68476,移动迷宫2
斯蒂芬·卓博斯基,雅各布·特伦布莱,2018-01-19,113,剧情 ,8.6,223076,奇迹男孩
鲁伯特·瓦耶特,詹姆斯·弗兰科,2011-10-28,105,剧情 ,8.0,276193,猩球崛起
盖·里奇,小罗伯特·唐尼,2012-01-15,129,动作 ,7.5,156189,大侦探福尔摩斯2
布瑞克·埃斯纳尔,范·迪塞尔,2016-01-15,107,动作 ,5.8,39568,最后的巫师猎人
罗兰·艾默里奇,查宁·塔图姆,2013-07-22,132,动作 ,7.3,87194,惊天危机
盖瑞·罗斯,詹妮弗·劳伦斯,2012-06-14,142,动作 ,6.8,237174,饥饿游戏
乔恩·费儒,小罗伯特·唐尼,2010-05-07,,动作 ,7.3,215194,钢铁侠2
凯利·阿斯博瑞,黛米·洛瓦托,2017-04-21,90,喜剧 ,6.3,10972,蓝精灵：寻找神秘村
谢尔盖·波德罗夫,杰夫·布里吉斯,2015-01-16,103,奇幻 ,5.0,24937,第七子：降魔之战
蒂姆·约翰逊,吉姆·帕森斯,2015-04-24,94,喜剧 ,7.3,48426,疯狂外星人
卡洛斯·沙尔丹哈,约翰·塞纳,2018-01-19,108,喜剧 ,7.2,30589,公牛历险记
路易斯·莱特里尔,萨姆·沃辛顿,2010-04-16,106,动作 ,6.0,77718,诸神之战
弗朗西斯·劳伦斯,詹妮弗·劳伦斯,2013-11-21,146,动作 ,7.3,159653,饥饿游戏2：星火燎原
汤姆·提克威 ,汤姆·汉克斯,2013-01-31,134,剧情 ,8.0,295471,云图
李安,乔·阿尔文,2016-11-11,113,剧情 ,8.4,244732,比利·林恩的中场战事
威尔·古勒,詹姆斯·柯登,2018-03-02,95,喜剧 ,7.2,55198,比得兔
贾斯汀·库泽尔 ,迈克尔·法斯宾德,2017-02-24,116,动作 ,5.3,70669,刺客信条
肯尼思·布拉纳,克里斯·派恩,2014-01-17,105,剧情 ,5.7,27234,一触即发
尼尔·布洛姆坎普,马特·达蒙,2013-09-05,109,剧情 ,6.2,66803,极乐空间
乔纳森·里贝斯曼,萨姆·沃辛顿,2012-03-30,,动作 ,5.9,40364,诸神之怒
迈克·内威尔,杰克·吉伦哈尔,2010-05-28,116,动作 ,7.1,95217,波斯王子：时之刃
吕寅荣 ,杰克·布莱克,2016-01-29,95,喜剧 ,7.6,205268,功夫熊猫
大卫·叶茨,丹尼尔·雷德克里夫,2009-07-15,,剧情 ,7.6,191298,哈利·波特与混血王子
卡洛斯·沙尔丹哈 ,雷·罗马诺,2009-07-08,,喜剧 ,8.2,161462,冰川时代3
韦斯·鲍尔,迪伦·奥布莱恩,2014-10-28,113,动作 ,6.8,127425,移动迷宫
约瑟夫·科辛斯基,汤姆·克鲁斯,2013-05-10,124,动作 ,6.9,101104,遗落战境
弗朗西斯·劳伦斯,詹妮弗·劳伦斯,2015-11-20,136,动作 ,6.2,73964,饥饿游戏3：嘲笑鸟（下）
罗伯·明可夫,李连杰,2008-04-24,104,动作 ,5.4,114875,功夫之王
史蒂文·斯皮尔伯格,鲁比·巴恩希尔,2016-10-14,117,奇幻 ,6.7,52720,圆梦巨人
路易斯·莱特里尔,杰西·艾森伯格,2013-10-10,115,剧情 ,7.6,297449,惊天魔盗团
帕特里克·休斯,瑞恩·雷诺兹,2017-09-22,118,喜剧 ,7.2,95265,王牌保镖
卡洛斯·沙尔丹哈,杰西·艾森伯格,2011-04-08,96,喜剧 ,8.3,236289,里约大冒险
加文·胡德,阿萨·巴特菲尔德,2014-01-07,114,动作 ,6.9,114124,安德的游戏
米歇尔·贡德里,塞斯·罗根,2011-02-08,119,喜剧 ,5.7,65029,青蜂侠
拉加·高斯内尔,尼尔·帕特里克·哈里斯,2013-09-12,105,喜剧 ,6.4,19796,蓝精灵2
布莱恩·菲,欧文·威尔逊,2017-08-25,102,喜剧 ,7.0,23613,赛车总动员3：极速挑战
