亚伦·保尔,333
杰伊·巴鲁切尔,0
汤姆·克鲁斯,1245
陈坤,13575
希亚·拉博夫,429
丹尼尔·雷德克里夫,599
王宝强,6461
亨利·卡维尔,909
尼古拉斯·凯奇,1864
梅根·福克斯,1817
路易·C·K,0
梅根·福克斯,1817
约翰尼·德普,2529
莱昂纳多·迪卡普里奥,1199
道恩·强森,1258
克里斯·派恩,417
格雷格·T·尼尔森,0
山姆·尼尔,196
丹尼尔·克雷格,391
埃迪·雷德梅恩,1973
菲恩·怀特海德,0
克里斯·海姆斯沃斯,1506
杰拉德·巴特勒,511
道恩·强森,1258
杰森·斯坦森,2455
克里斯蒂安·贝尔,750
史蒂夫·卡瑞尔,0
西尔维斯特·史泰龙,483
本·斯蒂勒,355
迪伦·奥布莱恩,0
赵薇,9745
伊恩·麦克莱恩,494
乔尔·金纳曼,0
詹妮弗·劳伦斯,1482
安德鲁·加菲尔德,1169
迈克尔·法斯宾德,412
安吉丽娜·朱莉,1125
克里斯汀·贝尔,0
亚历山大·斯卡斯加德,275
泰勒·克奇,169
查宁·塔图姆,336
马克·哈米尔,157
泰勒·克奇,169
甄子丹,4527
西尔维斯特·史泰龙,483
汤姆·麦格拉思,0
艾伦·德杰尼勒斯,80
尼尔·帕特里克·哈里斯,194
卢克·布雷西,0
休·杰克曼,1158
瑞恩·高斯林,498
